start_time,datetime,estimated_leverage_ratio
2021-01-17 19:00:00,2021-01-17 19:00:00,0.14070779
2021-01-17 20:00:00,2021-01-17 20:00:00,0.13716435
2021-01-17 21:00:00,2021-01-17 21:00:00,0.13824378
2021-01-17 22:00:00,2021-01-17 22:00:00,0.13979481
2021-01-17 23:00:00,2021-01-17 23:00:00,0.13912247
2021-01-18 00:00:00,2021-01-18 00:00:00,0.13607465
2021-01-18 01:00:00,2021-01-18 01:00:00,0.13842772
2021-01-18 02:00:00,2021-01-18 02:00:00,0.1380501
2021-01-18 03:00:00,2021-01-18 03:00:00,0.13780415
2021-01-18 04:00:00,2021-01-18 04:00:00,0.13614746
2021-01-18 05:00:00,2021-01-18 05:00:00,0.13743125
2021-01-18 06:00:00,2021-01-18 06:00:00,0.13672402
2021-01-18 07:00:00,2021-01-18 07:00:00,0.13483384
2021-01-18 08:00:00,2021-01-18 08:00:00,0.13477095
2021-01-18 09:00:00,2021-01-18 09:00:00,0.13536004
2021-01-18 10:00:00,2021-01-18 10:00:00,0.13374081
2021-01-18 11:00:00,2021-01-18 11:00:00,0.13570578
2021-01-18 12:00:00,2021-01-18 12:00:00,0.1379037
2021-01-18 13:00:00,2021-01-18 13:00:00,0.14044243
2021-01-18 14:00:00,2021-01-18 14:00:00,0.13902298
2021-01-18 15:00:00,2021-01-18 15:00:00,0.13899922
2021-01-18 16:00:00,2021-01-18 16:00:00,0.13881831
2021-01-18 17:00:00,2021-01-18 17:00:00,0.14093922
2021-01-18 18:00:00,2021-01-18 18:00:00,0.14215424
2021-01-18 19:00:00,2021-01-18 19:00:00,0.14209286
2021-01-18 20:00:00,2021-01-18 20:00:00,0.14236373
2021-01-18 21:00:00,2021-01-18 21:00:00,0.14245812
2021-01-18 22:00:00,2021-01-18 22:00:00,0.14331793
2021-01-18 23:00:00,2021-01-18 23:00:00,0.14856169
2021-01-19 00:00:00,2021-01-19 00:00:00,0.15070456
